axis,n_rewrites,expert_mean,layperson_mean,mean_difference,wilcoxon_p
accuracy_1_5,77,4.785714285714286,4.9935064935064934,-0.2077922077922078,0.00017618402727101034
completeness_1_5,77,4.774891774891775,4.98051948051948,-0.2056277056277056,0.002297048851546128
added_errors_1_5,77,1.1255411255411254,1.0,0.12554112554112554,0.0030123054507454855
