label,model_a,model_b,n_pairs,mean_a,mean_b,median_diff,wilcoxon_stat,p_raw,effect_size_rank_biserial,p_holm
accuracy_1_5,claude,openai,25,4.90672,5.0,0.0,0.0,0.019630657257290667,-1.0,0.03374180365807566
accuracy_1_5,claude,gemini,25,4.90672,4.68008,0.0,9.0,0.01687090182903783,0.7692307692307693,0.03374180365807566
accuracy_1_5,openai,gemini,25,5.0,4.68008,0.3330000000000002,0.0,0.0006707020006589952,1.0,0.002012106001976986
