axis,n_pages,claude,openai,gemini,friedman_chi2,p_value
accuracy_1_5,25,4.76,4.753333333333334,4.84,1.2916666666666763,0.5242255054454019
completeness_1_5,25,4.96,4.753333333333334,4.62,5.500000000000036,0.06392786120670639
added_errors_1_5,25,1.1533333333333333,1.1733333333333333,1.06,0.45161290322576236,0.7978725136602414
