condition,ratings,accuracy_mean,completeness_mean,added_errors_mean,pct_accuracy_ge4,pct_accuracy_eq5,pct_added_le2,n_accuracy_le3,n_added_ge3
expert_labeled,155,4.838709677419355,4.8,1.0903225806451613,99.35483870967742,85.80645161290322,98.70967741935483,1,2
expert_neutral,154,4.961038961038961,4.857142857142857,1.1623376623376624,100.0,96.1038961038961,98.05194805194806,0,3
layperson,154,4.9935064935064934,4.98051948051948,1.0,100.0,99.35064935064936,100.0,0,0
