axis,test,statistic,p,n_pages
accuracy_1_5,friedman,1.2916666666666763,0.5242255054454019,25
completeness_1_5,friedman,5.500000000000036,0.0639278612067064,25
added_errors_1_5,friedman,0.45161290322576236,0.7978725136602414,25
