axis,test,statistic,p,n_pages
accuracy_1_5,friedman,21.10638297872344,2.6110017908633678e-05,25
completeness_1_5,friedman,5.567567567567574,0.061804210622839556,25
added_errors_1_5,friedman,5.018867924528349,0.08131425315260275,25
